2021-06-17 01:55:54 , NODE13 , {"payload":"Evento 18","recipient":14,"sender":13,"hops":17}
2021-06-17 01:55:56 , NODE13 , {"payload":"Evento 18","recipient":14,"sender":13,"hops":9}
2021-06-17 01:55:57 , NODE13 , {"payload":"Evento 18","recipient":14,"sender":13,"hops":5}
